href,2021-01-01,2021-01-02
1137270,-1.0,199.0
1201421,-1.0,150.0
1143709,-1.0,139.0
1194795,-1.0,199.95
1105244,-1.0,169.99
1135905,-1.0,89.99
1020980,-1.0,69.5
1066915,-1.0,65.99
1137265,-1.0,199.0
1101567,-1.0,131.97
1030392,-1.0,59.98
1106875,-1.0,179.0
1123277,-1.0,180.0
1088764,-1.0,110.0
1102792,-1.0,83.99
450048,-1.0,249.95
1111988,-1.0,149.0
1140615,-1.0,543.0
1164389,-1.0,49.99
1091649,-1.0,420.0
1100209,-1.0,90.0
1091212,-1.0,140.0
1027216,-1.0,299.95
1131115,-1.0,120.0
1096430,-1.0,197.99
1188199,-1.0,189.0
1091172,-1.0,100.0
1061331,-1.0,199.95
1102228,-1.0,340.0
825626,-1.0,549.0
1086086,-1.0,229.95
1105379,-1.0,55.0
1090433,-1.0,59.95
1170996,-1.0,103.2
931499,-1.0,279.95
1169034,-1.0,69.0
943368,-1.0,180.0
1084228,-1.0,109.0
1065162,-1.0,42.0
1069042,-1.0,59.95
1093619,-1.0,249.95
1135881,-1.0,129.99
1166335,-1.0,64.95
1127728,-1.0,104.97
1109243,-1.0,199.0
1134531,-1.0,229.0
1105165,-1.0,399.0
1052591,-1.0,37.48
911418,-1.0,229.95
1086087,-1.0,229.95
1111407,-1.0,164.95
1068341,-1.0,32.0
971142,-1.0,299.95
1122669,-1.0,89.0
1080114,-1.0,144.95
836292,-1.0,119.0
1096340,-1.0,179.0
1177384,-1.0,59.99
955722,-1.0,46.8
1084876,-1.0,99.95
1165888,-1.0,379.0
1169025,-1.0,139.0
1150755,-1.0,149.0
946462,-1.0,119.99
880209,-1.0,280.0
955718,-1.0,56.0
1063316,-1.0,63.98
1106547,-1.0,174.95
980505,-1.0,37.98
965340,-1.0,1199.0
1143695,-1.0,99.0
1084500,-1.0,249.0
1089048,-1.0,279.0
1120826,-1.0,107.97
1020216,-1.0,99.0
1063781,-1.0,120.45
1212135,-1.0,129.0
1143711,-1.0,99.0
1089215,-1.0,279.95
1072355,-1.0,79.98
1101561,-1.0,167.96
955735,-1.0,58.5
1063778,-1.0,79.6
897124,-1.0,220.0
1052035,-1.0,199.0
1137562,-1.0,109.0
1169045,-1.0,99.0
1075652,-1.0,50.0
1093597,-1.0,199.95
1212927,-1.0,199.0
1092753,-1.0,299.95
1168710,-1.0,199.99
178279,-1.0,200.0
1149432,-1.0,90.99
1137202,-1.0,89.0
1207333,-1.0,99.0
1170689,-1.0,41.99
1142017,-1.0,79.95
892332,-1.0,149.0
1117247,-1.0,139.0
1098007,-1.0,109.99
1088818,-1.0,149.95
1091203,-1.0,110.0
1105114,-1.0,79.0
768968,-1.0,300.0
1002755,-1.0,159.0
992872,-1.0,164.95
1103165,-1.0,47.98
1030489,-1.0,80.0
1122937,-1.0,154.0
1084229,-1.0,109.0
1085007,-1.0,139.99
1063325,-1.0,55.98
1053391,-1.0,60.0
1094993,-1.0,77.99
1154611,-1.0,89.0
1094550,-1.0,169.99
1135669,-1.0,119.95
1197672,-1.0,129.95
1163574,-1.0,269.0
1183021,-1.0,119.95
1199806,-1.0,129.95
1132928,-1.0,220.0
1183020,-1.0,109.95
1182828,-1.0,129.95
1182599,-1.0,64.95
1182416,-1.0,119.95
1114259,-1.0,219.95
1183016,-1.0,99.95
1183607,-1.0,129.95
517313,-1.0,94.95
1202134,-1.0,129.95
1115813,-1.0,89.99
474743,-1.0,280.0
553005,-1.0,280.0
1154748,-1.0,99.99
1116152,-1.0,129.0
1190838,-1.0,99.99
1151808,-1.0,69.0
956230,-1.0,99.0
1183594,-1.0,139.95
1182391,-1.0,129.95
1184896,-1.0,49.99
1132914,-1.0,220.0
1153311,-1.0,199.95
1126805,-1.0,129.95
1029871,-1.0,119.99
1142527,-1.0,99.99
1182351,-1.0,119.95
1142482,-1.0,79.99
1161126,-1.0,139.95
1173752,-1.0,119.95
961576,-1.0,69.99
1174412,-1.0,79.95
1183601,-1.0,119.95
1160487,-1.0,129.95
1199941,-1.0,119.95
1142501,-1.0,79.99
1142500,-1.0,89.99
588117,-1.0,295.0
1182621,-1.0,74.95
375989,-1.0,280.0
1165893,-1.0,189.0
1154640,-1.0,79.99
1166472,-1.0,119.95
1169486,-1.0,109.95
1174411,-1.0,79.95
1151817,-1.0,79.0
958108,-1.0,299.0
1205430,-1.0,109.99
1157185,-1.0,119.95
1115810,-1.0,89.99
1176151,-1.0,140.0
1202592,-1.0,119.95
1146745,-1.0,209.0
1078222,-1.0,430.0
1196870,-1.0,99.99
1154746,-1.0,89.99
1012622,-1.0,150.0
1098612,-1.0,129.0
1156322,-1.0,79.99
1135822,-1.0,129.95
1180907,-1.0,259.0
1149025,-1.0,99.0
1162316,-1.0,80.0
1149104,-1.0,109.95
1183774,-1.0,129.95
983103,-1.0,89.99
1171234,-1.0,109.95
1126780,-1.0,139.95
1125927,-1.0,49.99
1205847,-1.0,129.99
1180146,-1.0,280.0
1182380,-1.0,119.95
1161123,-1.0,139.95
1183503,-1.0,129.95
804439,-1.0,89.99
1180909,-1.0,239.0
1183590,-1.0,139.95
994420,-1.0,79.99
1196177,-1.0,119.95
1149324,-1.0,79.99
1182374,-1.0,109.95
1149238,-1.0,79.99
1182357,-1.0,119.95
875327,-1.0,109.95
1165894,-1.0,189.0
1183614,-1.0,119.95
1075304,-1.0,369.95
1183475,-1.0,119.95
1138030,-1.0,30.0
951094,-1.0,149.95
1194633,-1.0,189.95
1133436,-1.0,79.99
979695,-1.0,329.95
1133440,-1.0,79.99
876543,-1.0,109.95
1171235,-1.0,109.95
1127746,-1.0,119.95
1176154,-1.0,120.0
1201270,-1.0,99.0
1156124,-1.0,129.99
1149239,-1.0,79.99
1161131,-1.0,149.95
1185750,-1.0,199.95
1078204,-1.0,300.0
688510,-1.0,59.99
1183490,-1.0,109.95
673775,-1.0,280.0
1201607,-1.0,139.95
1176147,-1.0,60.0
961615,-1.0,89.99
1182385,-1.0,109.95
1182355,-1.0,109.95
1183498,-1.0,109.95
1147960,-1.0,139.95
1133441,-1.0,79.99
1202136,-1.0,119.95
1080875,-1.0,119.95
1196174,-1.0,139.95
1198738,-1.0,119.0
1160489,-1.0,129.95
1156962,-1.0,43.98
1150094,-1.0,229.95
1198216,-1.0,129.95
1154718,-1.0,79.99
1163091,-1.0,69.95
1121960,-1.0,165.0
1142472,-1.0,79.99
1183500,-1.0,129.95
1183007,-1.0,59.98
1182435,-1.0,119.95
1170880,-1.0,94.95
1133574,-1.0,140.0
1165803,-1.0,189.95
1124385,-1.0,139.95
1194632,-1.0,189.95
1080231,-1.0,34.99
1117414,-1.0,39.98
1123787,-1.0,39.98
1170348,-1.0,49.95
1091275,-1.0,89.95
1079501,-1.0,35.98
1121146,-1.0,50.99
1118739,-1.0,49.99
1080722,-1.0,139.0
1022811,-1.0,179.95
964239,-1.0,59.99
827137,-1.0,89.97
1120332,-1.0,84.99
1125547,-1.0,169.0
1075150,-1.0,84.95
1124398,-1.0,239.4
582674,-1.0,99.95
1080910,-1.0,35.99
1046182,-1.0,129.0
1021970,-1.0,111.96
1137091,-1.0,59.95
1072368,-1.0,83.97
922468,-1.0,55.98
1107620,-1.0,74.95
1148717,-1.0,210.0
1081788,-1.0,29.99
958394,-1.0,79.97
821052,-1.0,41.99
1106862,-1.0,169.95
1166551,-1.0,34.99
1155535,-1.0,104.96
1132277,-1.0,47.98
1103326,-1.0,129.95
1146063,-1.0,360.0
1104426,-1.0,99.95
1145462,-1.0,79.95
1135361,-1.0,209.0
1107181,-1.0,77.97
1020879,-1.0,59.98
1102790,-1.0,80.0
1145463,-1.0,79.95
1060515,-1.0,79.97
1080647,-1.0,149.0
1111167,-1.0,89.99
1006586,-1.0,179.0
1063648,-1.0,74.97
1124498,-1.0,41.99
1072358,-1.0,149.95
907895,-1.0,29.98
1105588,-1.0,99.95
1123736,-1.0,31.98
1145466,-1.0,31.98
1033450,-1.0,227.4
1077716,-1.0,39.98
1110920,-1.0,34.97
1109517,-1.0,53.99
1063224,-1.0,99.95
1063239,-1.0,69.97
1143592,-1.0,99.95
1104140,-1.0,118.3
1091276,-1.0,89.95
1071204,-1.0,39.98
1068855,-1.0,79.95
1141247,-1.0,89.95
1153653,-1.0,204.95
1033448,-1.0,251.4
827138,-1.0,101.97
1174071,-1.0,84.95
1064387,-1.0,159.0
676019,-1.0,71.97
1153379,-1.0,79.95
1103316,-1.0,83.97
1006585,-1.0,119.0
1059094,-1.0,119.0
1077711,-1.0,56.0
1107093,-1.0,29.99
932642,-1.0,74.97
1149034,-1.0,49.99
1063651,-1.0,89.97
1132631,-1.0,62.3
1080230,-1.0,29.99
1210005,-1.0,309.0
1046256,-1.0,119.99
1184073,-1.0,59.99
1063191,-1.0,39.6
1141711,-1.0,111.96
827468,-1.0,149.95
641681,-1.0,59.46
1060578,-1.0,60.0
1081789,-1.0,34.99
1022801,-1.0,107.97
1117417,-1.0,39.98
1123286,-1.0,95.97
828624,-1.0,19.98
990218,-1.0,39.99
1094242,-1.0,174.0
1030123,-1.0,89.97
1143344,-1.0,209.5
1123520,-1.0,410.0
990216,-1.0,69.99
1074600,-1.0,99.95
1076429,-1.0,40.0
990198,-1.0,31.2
913468,-1.0,44.98
1101189,-1.0,29.99
1021977,-1.0,69.97
1074556,-1.0,49.99
1123518,-1.0,360.0
1213722,-1.0,239.0
1124496,-1.0,41.99
907893,-1.0,29.98
1035565,-1.0,74.97
1108401,-1.0,229.0
974414,-1.0,79.95
916155,-1.0,213.0
508824,-1.0,71.97
958392,-1.0,95.97
1096370,-1.0,39.99
1030118,-1.0,97.96
1064852,-1.0,50.99
1125554,-1.0,169.0
1142144,-1.0,90.96
1060521,-1.0,79.97
1017569,-1.0,43.98
1030326,-1.0,43.98
1059981,-1.0,62.3
1113878,-1.0,132.3
1080810,-1.0,35.99
1168857,-1.0,54.99
792504,-1.0,84.95
548124,-1.0,74.95
1123634,-1.0,109.95
1163437,-1.0,239.0
958361,-1.0,95.97
1217657,-1.0,139.0
1125517,-1.0,249.0
1135803,-1.0,59.99
582205,-1.0,129.95
1192688,-1.0,109.99
858955,-1.0,119.95
1120324,-1.0,39.99
858966,-1.0,129.95
704944,-1.0,63.71
629599,-1.0,33.98
1071441,-1.0,89.99
1091274,-1.0,89.95
1063238,-1.0,69.97
1168257,-1.0,79.99
1163438,-1.0,249.0
1053698,-1.0,89.95
1125027,-1.0,169.95
1021971,-1.0,74.97
874759,-1.0,79.95
1147108,-1.0,119.99
1163095,-1.0,39.98
1142039,-1.0,99.95
913471,-1.0,59.98
774303,-1.0,79.95
1192685,-1.0,119.99
1170736,-1.0,100.0
1074867,-1.0,94.95
838152,-1.0,139.95
954963,-1.0,159.0
1075145,-1.0,37.98
1192681,-1.0,109.99
1108348,-1.0,179.0
858960,-1.0,99.95
1072376,-1.0,27.3
1144699,-1.0,129.95
603872,-1.0,34.0
1066362,-1.0,31.98
1142018,-1.0,159.95
811091,-1.0,33.98
954971,-1.0,159.0
1141769,-1.0,27.99
1093325,-1.0,159.0
1163451,-1.0,239.0
1082361,-1.0,129.95
1132051,-1.0,47.97
1167141,-1.0,209.0
1033522,-1.0,198.0
1093320,-1.0,159.0
1067286,-1.0,89.99
1128417,-1.0,99.99
1146550,-1.0,89.99
1123519,-1.0,360.0
370863,-1.0,79.6
1072378,-1.0,27.3
1105213,-1.0,149.95
1213459,-1.0,139.0
1080680,-1.0,149.0
1083899,-1.0,200.0
1105214,-1.0,159.95
1168277,-1.0,89.99
1141254,-1.0,109.95
1121126,-1.0,89.99
799040,-1.0,173.4
1108562,-1.0,259.0
1213770,-1.0,79.95
1059837,-1.0,129.95
1093323,-1.0,159.0
1180038,-1.0,84.95
1022807,-1.0,89.98
1058081,-1.0,99.99
1092987,-1.0,99.95
966671,-1.0,129.0
958357,-1.0,107.97
858957,-1.0,119.95
1006553,-1.0,119.0
1106563,-1.0,159.0
1056195,-1.0,119.95
1107607,-1.0,72.0
1133401,-1.0,64.97
1192693,-1.0,109.99
1151172,-1.0,139.95
983952,-1.0,63.6
1053392,-1.0,34.99
1108564,-1.0,181.3
1075649,-1.0,39.99
942507,-1.0,85.9
1046183,-1.0,129.0
1133601,-1.0,50.0
1064650,-1.0,89.95
1107478,-1.0,59.98
1199424,-1.0,139.95
1118755,-1.0,50.99
1199421,-1.0,139.95
1079774,-1.0,41.97
1078639,-1.0,42.48
1123515,-1.0,227.5
730457,-1.0,34.99
1108573,-1.0,259.0
1053387,-1.0,24.0
1145461,-1.0,79.95
1143810,-1.0,99.95
1080808,-1.0,34.99
1021851,-1.0,139.95
1102789,-1.0,80.0
1081785,-1.0,32.99
1181356,-1.0,109.95
1076861,-1.0,79.0
1092790,-1.0,50.0
1082364,-1.0,74.95
1135775,-1.0,20.99
1089417,-1.0,49.95
1097703,-1.0,149.0
1126356,-1.0,89.95
943504,-1.0,23.4
1094162,-1.0,99.95
1107643,-1.0,69.0
1134472,-1.0,129.0
908818,-1.0,119.95
1149393,-1.0,89.0
1080258,-1.0,17.99
1194355,-1.0,595.0
764991,-1.0,210.0
1074178,-1.0,23.4
943547,-1.0,79.99
1101257,-1.0,59.0
1096171,-1.0,69.0
1108636,-1.0,99.95
1115601,-1.0,89.99
1104148,-1.0,179.4
949413,-1.0,30.0
1046687,-1.0,12.0
949412,-1.0,25.0
1094188,-1.0,75.0
1127766,-1.0,59.96
1095066,-1.0,83.3
1167284,-1.0,135.99
1130439,-1.0,119.2
1108503,-1.0,49.95
1165752,-1.0,79.0
943526,-1.0,27.3
1122548,-1.0,29.98
1089715,-1.0,89.99
1107644,-1.0,69.0
1097704,-1.0,149.0
1109452,-1.0,299.95
1122626,-1.0,25.98
1112760,-1.0,99.95
1117068,-1.0,170.0
1146781,-1.0,59.95
899102,-1.0,109.0
1094280,-1.0,75.0
1074564,-1.0,17.99
1126332,-1.0,62.97
1020938,-1.0,39.98
925666,-1.0,109.95
943525,-1.0,27.3
1087019,-1.0,89.95
1089430,-1.0,49.95
752963,-1.0,109.0
1085559,-1.0,49.95
1074566,-1.0,12.0
1107645,-1.0,59.0
1065144,-1.0,20.0
1076862,-1.0,79.0
1116270,-1.0,20.99
1122584,-1.0,17.98
1098616,-1.0,24.0
1047742,-1.0,17.99
996663,-1.0,23.4
1114474,-1.0,99.95
1107646,-1.0,59.0
1071027,-1.0,25.98
1080914,-1.0,29.99
1111323,-1.0,99.0
943567,-1.0,27.3
1073446,-1.0,249.95
1096338,-1.0,59.99
1166288,-1.0,120.0
943529,-1.0,69.99
1092793,-1.0,55.0
1119334,-1.0,69.97
1028046,-1.0,21.98
1081926,-1.0,79.0
1073444,-1.0,99.95
943541,-1.0,79.99
1154500,-1.0,169.99
1085547,-1.0,59.95
1122615,-1.0,29.98
1064879,-1.0,99.0
943528,-1.0,69.99
1120872,-1.0,69.97
1102569,-1.0,62.97
1073455,-1.0,249.95
1025403,-1.0,34.99
1117067,-1.0,170.0
1089418,-1.0,49.95
1012781,-1.0,23.4
943512,-1.0,59.99
1012777,-1.0,23.4
1113021,-1.0,74.96
1093528,-1.0,59.95
1058593,-1.0,31.98
943551,-1.0,27.3
1092134,-1.0,25.0
1046163,-1.0,79.0
1089579,-1.0,79.0
1194696,-1.0,159.0
925667,-1.0,109.95
948198,-1.0,69.99
1126409,-1.0,89.95
998889,-1.0,23.4
943537,-1.0,79.99
1023721,-1.0,30.0
1064926,-1.0,169.0
1122606,-1.0,34.98
943495,-1.0,49.99
1093101,-1.0,30.0
943566,-1.0,79.99
1096190,-1.0,69.0
942809,-1.0,99.0
1064448,-1.0,65.45
1130113,-1.0,69.95
1055441,-1.0,69.0
1133071,-1.0,134.5
1124435,-1.0,55.99
1151094,-1.0,79.95
1138845,-1.0,27.99
1092133,-1.0,30.0
672937,-1.0,83.4
1119597,-1.0,50.0
1067691,-1.0,49.95
1056644,-1.0,144.98
943510,-1.0,69.99
943503,-1.0,23.4
1122710,-1.0,41.97
943554,-1.0,69.99
1053129,-1.0,31.98
1040411,-1.0,46.38
1122601,-1.0,25.98
1000929,-1.0,237.05
1079631,-1.0,24.0
1058770,-1.0,25.0
1105264,-1.0,59.97
1079659,-1.0,22.48
1068335,-1.0,16.0
1132077,-1.0,23.97
1023720,-1.0,30.0
1082887,-1.0,149.0
1103185,-1.0,41.97
1092126,-1.0,30.0
1200803,-1.0,62.4
1047732,-1.0,16.0
1126278,-1.0,89.95
1103182,-1.0,13.98
943573,-1.0,35.1
943517,-1.0,23.4
1022940,-1.0,50.97
1102304,-1.0,53.97
1085550,-1.0,49.95
1200805,-1.0,62.4
1101823,-1.0,23.98
1098619,-1.0,35.99
1123856,-1.0,59.97
1056201,-1.0,79.95
1080013,-1.0,69.95
1092999,-1.0,69.99
1084298,-1.0,89.95
825456,-1.0,89.95
1076855,-1.0,79.0
1088435,-1.0,109.95
1137607,-1.0,129.95
1098065,-1.0,370.0
1195491,-1.0,125.0
1114909,-1.0,74.95
875901,-1.0,149.95
821251,-1.0,99.95
1091515,-1.0,129.95
1084758,-1.0,74.95
1056194,-1.0,79.95
1088396,-1.0,74.95
1032074,-1.0,39.95
1130545,-1.0,277.0
1076803,-1.0,99.0
1150379,-1.0,339.0
1089209,-1.0,99.95
1202540,-1.0,89.99
1109911,-1.0,69.95
594908,-1.0,89.95
908663,-1.0,99.95
1075826,-1.0,169.0
1069701,-1.0,350.0
1127245,-1.0,69.0
1059999,-1.0,299.0
1117876,-1.0,94.95
1142971,-1.0,515.0
1096188,-1.0,69.0
1118154,-1.0,99.0
1175588,-1.0,435.0
1089040,-1.0,99.0
1009297,-1.0,99.0
1077436,-1.0,330.0
1137627,-1.0,99.95
1105239,-1.0,89.95
996390,-1.0,99.0
1138924,-1.0,238.0
1202520,-1.0,89.99
1076844,-1.0,99.0
1118166,-1.0,79.0
1117087,-1.0,89.99
1087010,-1.0,89.95
1127246,-1.0,109.95
1159346,-1.0,349.0
1134311,-1.0,99.5
868449,-1.0,99.95
1089105,-1.0,99.95
1181409,-1.0,79.95
1093013,-1.0,69.99
1088641,-1.0,69.95
1016393,-1.0,79.99
1078937,-1.0,595.0
1114165,-1.0,89.95
1111385,-1.0,109.95
1087921,-1.0,69.95
1118702,-1.0,59.0
1165886,-1.0,259.0
1216409,-1.0,49.95
1118856,-1.0,588.0
821248,-1.0,69.95
828737,-1.0,109.0
1012601,-1.0,149.0
1118165,-1.0,89.0
1175591,-1.0,385.0
850875,-1.0,79.95
879613,-1.0,119.95
1115943,-1.0,59.0
1130544,-1.0,236.0
1168528,-1.0,189.0
1130540,-1.0,460.0
1178279,-1.0,69.95
828804,-1.0,159.0
1109817,-1.0,44.99
1134921,-1.0,169.0
1112762,-1.0,114.95
1082365,-1.0,94.95
1088397,-1.0,74.95
1084285,-1.0,99.95
890053,-1.0,180.0
947941,-1.0,299.2
1065981,-1.0,99.0
866293,-1.0,94.95
1158525,-1.0,239.9
1180152,-1.0,139.0
946720,-1.0,99.95
1062041,-1.0,469.0
1144888,-1.0,145.0
794218,-1.0,379.0
1119212,-1.0,99.99
756301,-1.0,105.0
1181360,-1.0,79.95
1050068,-1.0,69.0
1141238,-1.0,149.95
1116490,-1.0,139.95
1051032,-1.0,119.95
939303,-1.0,139.0
981863,-1.0,87.98
1181661,-1.0,165.0
1123210,-1.0,99.0
1049178,-1.0,79.95
1049020,-1.0,200.0
1140138,-1.0,89.99
1075933,-1.0,147.6
881457,-1.0,76.3
1163065,-1.0,129.95
1097223,-1.0,181.3
1135879,-1.0,149.99
914710,-1.0,129.0
1122873,-1.0,143.0
1137194,-1.0,109.0
738006,-1.0,250.0
833198,-1.0,39.6
986839,-1.0,149.0
926815,-1.0,149.0
964399,-1.0,99.95
956227,-1.0,189.95
793889,-1.0,179.95
1164218,-1.0,149.95
1148565,-1.0,240.0
1106837,-1.0,320.0
711790,-1.0,379.0
1126225,-1.0,79.95
1104520,-1.0,399.0
1034285,-1.0,195.3
876002,-1.0,129.95
1165269,-1.0,249.0
966182,-1.0,180.0
1119219,-1.0,89.99
939309,-1.0,139.0
944231,-1.0,79.0
1046917,-1.0,61.98
677891,-1.0,379.0
979553,-1.0,119.95
1096616,-1.0,169.95
944183,-1.0,79.0
1151210,-1.0,89.95
838724,-1.0,81.6
1145128,-1.0,11.99
676865,-1.0,11.95
1137419,-1.0,16.95
1104272,-1.0,59.95
1175361,-1.0,29.99
1109929,-1.0,29.99
1143025,-1.0,39.95
1137410,-1.0,26.95
1112636,-1.0,54.99
434138,-1.0,38.9
1150091,-1.0,89.95
1193015,-1.0,14.99
1167506,-1.0,26.97
819179,-1.0,34.99
447445,-1.0,79.0
1167157,-1.0,69.95
1059081,-1.0,64.95
1173761,-1.0,40.0
1162785,-1.0,20.99
812449,-1.0,89.9
1063940,-1.0,39.95
1147306,-1.0,85.0
1198024,-1.0,73.47
774318,-1.0,29.95
1107947,-1.0,69.95
1107357,-1.0,49.9
881912,-1.0,79.95
1106140,-1.0,89.95
601871,-1.0,74.9
230246,-1.0,29.95
1107987,-1.0,39.95
576329,-1.0,29.9
998389,-1.0,59.99
1094042,-1.0,59.95
1149375,-1.0,20.99
1085349,-1.0,59.95
1173007,-1.0,11.99
763833,-1.0,59.95
960713,-1.0,64.95
1192831,-1.0,59.95
950106,-1.0,54.95
1214899,-1.0,69.95
1065569,-1.0,64.95
663352,-1.0,54.95
1103051,-1.0,109.95
584264,-1.0,39.98
1194812,-1.0,69.95
1080683,-1.0,64.95
1135290,-1.0,34.96
1175357,-1.0,25.0
770567,-1.0,59.9
478345,-1.0,79.95
798605,-1.0,39.95
886491,-1.0,59.99
619132,-1.0,74.9
1163262,-1.0,59.95
562440,-1.0,19.99
590237,-1.0,69.9
1172736,-1.0,59.95
620621,-1.0,24.99
1167158,-1.0,69.95
1134116,-1.0,59.99
1144780,-1.0,79.95
1158885,-1.0,59.97
1106042,-1.0,34.97
770715,-1.0,37.99
1172737,-1.0,29.95
1160545,-1.0,29.95
1093843,-1.0,59.95
1134118,-1.0,59.99
620619,-1.0,24.99
960700,-1.0,64.95
1120723,-1.0,55.0
1106067,-1.0,94.95
663351,-1.0,54.95
857958,-1.0,29.95
1169607,-1.0,65.0
478470,-1.0,64.95
839315,-1.0,34.99
1120725,-1.0,59.0
1085676,-1.0,59.95
668137,-1.0,69.95
833270,-1.0,59.95
496896,-1.0,149.95
850740,-1.0,109.95
1082341,-1.0,69.0
1151619,-1.0,27.97
1169603,-1.0,110.0
1013706,-1.0,59.9
949248,-1.0,54.99
1102325,-1.0,29.95
1120747,-1.0,55.0
1102327,-1.0,29.95
770258,-1.0,89.95
1162767,-1.0,39.95
1082276,-1.0,36.0
1080606,-1.0,49.95
1116809,-1.0,79.95
1070864,-1.0,44.95
1105285,-1.0,144.0
1150977,-1.0,29.95
1060803,-1.0,44.95
1028973,-1.0,69.95
1169688,-1.0,140.0
998379,-1.0,34.99
817478,-1.0,34.95
1205328,-1.0,29.99
1142734,-1.0,79.95
1055024,-1.0,49.95
1093247,-1.0,59.95
771870,-1.0,69.9
1104222,-1.0,49.98
786555,-1.0,44.99
821232,-1.0,129.95
1098751,-1.0,99.95
682822,-1.0,39.95
1107976,-1.0,39.95
1106041,-1.0,38.47
1061339,-1.0,39.95
873378,-1.0,39.95
1140579,-1.0,74.95
576312,-1.0,32.9
1174569,-1.0,59.95
589947,-1.0,64.9
1175340,-1.0,29.99
1172739,-1.0,29.95
956214,-1.0,59.95
1106243,-1.0,99.95
769765,-1.0,134.95
1107978,-1.0,39.95
1082332,-1.0,54.95
1092191,-1.0,74.95
1107952,-1.0,48.97
1193018,-1.0,19.99
1058667,-1.0,64.95
1102163,-1.0,82.0
863435,-1.0,49.95
886517,-1.0,34.99
564247,-1.0,38.85
1167162,-1.0,69.95
575872,-1.0,69.95
756271,-1.0,37.99
1085411,-1.0,54.95
1143026,-1.0,39.95
1142019,-1.0,89.95
814757,-1.0,54.99
1115431,-1.0,79.0
1162805,-1.0,34.99
924992,-1.0,29.99
837132,-1.0,81.6
589946,-1.0,64.9
1115006,-1.0,39.95
1085415,-1.0,79.95
1082710,-1.0,64.95
765729,-1.0,69.95
959885,-1.0,109.95
1137408,-1.0,26.95
1104332,-1.0,59.95
1192362,-1.0,34.95
998395,-1.0,59.99
1162806,-1.0,34.99
1192808,-1.0,39.0
1102328,-1.0,27.95
1085681,-1.0,59.95
1085419,-1.0,84.95
1132556,-1.0,20.97
1170121,-1.0,20.0
1172743,-1.0,34.95
1125505,-1.0,29.95
1059216,-1.0,74.9
1055023,-1.0,64.95
1120722,-1.0,45.0
1134136,-1.0,59.99
968398,-1.0,58.0
1101638,-1.0,29.95
1062000,-1.0,79.95
1107946,-1.0,39.95
763834,-1.0,59.95
1151616,-1.0,55.97
693128,-1.0,69.95
1162812,-1.0,29.99
1160550,-1.0,29.95
1160547,-1.0,29.95
1155932,-1.0,17.49
831731,-1.0,99.95
1042126,-1.0,49.9
885897,-1.0,79.95
584265,-1.0,39.98
1119727,-1.0,49.9
809204,-1.0,49.99
1132558,-1.0,20.97
1135287,-1.0,62.97
1142603,-1.0,89.95
1116813,-1.0,59.95
1102329,-1.0,27.95
627295,-1.0,22.46
755178,-1.0,39.99
1015011,-1.0,26.95
1106024,-1.0,99.95
1107960,-1.0,39.95
434489,-1.0,71.0
1149368,-1.0,24.99
1055025,-1.0,49.95
1185364,-1.0,26.99
1084897,-1.0,34.99
1169652,-1.0,80.0
998383,-1.0,34.99
755787,-1.0,69.95
1167149,-1.0,16.95
960715,-1.0,64.95
1169598,-1.0,160.0
576446,-1.0,69.95
901121,-1.0,49.95
589951,-1.0,64.9
1173006,-1.0,11.99
620618,-1.0,24.99
998745,-1.0,64.95
1104259,-1.0,39.95
1170122,-1.0,10.0
589948,-1.0,69.9
585371,-1.0,29.99
833266,-1.0,59.95
649358,-1.0,49.95
1150968,-1.0,30.0
1054597,-1.0,59.95
1169609,-1.0,75.0
1169608,-1.0,160.0
1095794,-1.0,69.95
1110291,-1.0,23.97
1092190,-1.0,74.95
1162803,-1.0,17.49
763830,-1.0,59.95
1150967,-1.0,30.0
1127208,-1.0,41.97
1183492,-1.0,59.95
1170574,-1.0,19.95
1189697,-1.0,24.0
1096358,-1.0,30.0
1153344,-1.0,29.98
1104245,-1.0,39.98
1101923,-1.0,30.0
1104320,-1.0,49.95
1134737,-1.0,89.0
1036670,-1.0,77.4
1122667,-1.0,41.99
1075173,-1.0,17.99
1101925,-1.0,23.4
1149135,-1.0,69.0
1101148,-1.0,79.95
812592,-1.0,129.0
1074965,-1.0,34.95
1129979,-1.0,88.0
1196167,-1.0,69.95
1189726,-1.0,34.0
1159542,-1.0,19.98
1080113,-1.0,59.95
1189885,-1.0,34.0
1173811,-1.0,24.99
1204635,-1.0,39.95
1124345,-1.0,49.95
1115963,-1.0,19.5
1130314,-1.0,56.0
1134739,-1.0,69.0
1096354,-1.0,49.99
1104662,-1.0,104.96
1126218,-1.0,49.95
1142258,-1.0,19.5
1122668,-1.0,29.99
1122661,-1.0,29.99
1142269,-1.0,29.99
1137040,-1.0,23.4
1157319,-1.0,59.5
1098855,-1.0,59.99
1138076,-1.0,104.3
1098858,-1.0,25.0
1187007,-1.0,29.99
589684,-1.0,89.95
1096355,-1.0,49.99
1189730,-1.0,34.0
1144440,-1.0,35.98
1167179,-1.0,99.0
1126491,-1.0,23.99
1161427,-1.0,50.0
1094751,-1.0,44.95
1103097,-1.0,34.99
1189729,-1.0,34.0
1191787,-1.0,34.0
1136995,-1.0,59.99
1137976,-1.0,49.95
1175312,-1.0,24.99
1171160,-1.0,20.0
1142253,-1.0,29.99
1126486,-1.0,49.99
1189699,-1.0,34.0
1108162,-1.0,33.6
1102609,-1.0,79.95
1143844,-1.0,34.0
